Program Duration,0.7027944783333333

Hand,P1 - F,P2 - F,P1 - S,P2 - S
4sJd,1.0,1.0,0.014925373134328358,0.014925373134328358
4sTd,1.0,1.0,0.014925373134328358,0.014925373134328358
4s9d,1.0,1.0,0.014925373134328358,0.014925373134328358
4s8d,1.0,1.0,0.014925373134328358,0.014925373134328358
4s7d,1.0,1.0,0.014925373134328358,0.014925373134328358
4s6d,1.0,1.0,0.014925373134328358,0.014925373134328358
4s5d,1.0,1.0,0.014925373134328358,0.014925373134328358
4s4d,67.0,67.0,1.0,1.0
4s3d,1.0,1.0,0.014925373134328358,0.014925373134328358
4s2d,1.0,1.0,0.014925373134328358,0.014925373134328358
4sAh,67.0,67.0,1.0,1.0
4sKh,67.0,67.0,1.0,1.0
4sQh,4.0,2.0,0.05970149253731343,0.029850746268656716
4sJh,1.0,1.0,0.014925373134328358,0.014925373134328358
4sTh,1.0,1.0,0.014925373134328358,0.014925373134328358
4s9h,1.0,1.0,0.014925373134328358,0.014925373134328358
4s8h,1.0,1.0,0.014925373134328358,0.014925373134328358
4s7h,1.0,1.0,0.014925373134328358,0.014925373134328358
4s6h,1.0,1.0,0.014925373134328358,0.014925373134328358
4s5h,1.0,1.0,0.014925373134328358,0.014925373134328358
4s4h,67.0,67.0,1.0,1.0
4s3h,1.0,1.0,0.014925373134328358,0.014925373134328358
4s2h,1.0,1.0,0.014925373134328358,0.014925373134328358
3s2s,1.0,1.0,0.014925373134328358,0.014925373134328358
3sAc,67.0,67.0,1.0,1.0
3sKc,67.0,67.0,1.0,1.0
3sQc,3.0,2.0,0.04477611940298507,0.029850746268656716
3sJc,1.0,1.0,0.014925373134328358,0.014925373134328358
3sTc,1.0,1.0,0.014925373134328358,0.014925373134328358
3s9c,1.0,1.0,0.014925373134328358,0.014925373134328358
3s8c,1.0,1.0,0.014925373134328358,0.014925373134328358
3s7c,1.0,1.0,0.014925373134328358,0.014925373134328358
3s6c,1.0,1.0,0.014925373134328358,0.014925373134328358
3s5c,1.0,1.0,0.014925373134328358,0.014925373134328358
3s4c,1.0,1.0,0.014925373134328358,0.014925373134328358
3s3c,67.0,67.0,1.0,1.0
3s2c,1.0,1.0,0.014925373134328358,0.014925373134328358
3sAd,67.0,67.0,1.0,1.0
3sKd,67.0,67.0,1.0,1.0
3sQd,3.0,2.0,0.04477611940298507,0.029850746268656716
